#Dt, msdx1, msdy1, msdr1, msdx2, msdy2, msdr2 
1173400, 15922677.749618, 0.076535, 15922677.826154, 15928959.170844, 0.144447, 15928959.315291
1173600, 15928205.187106, 0.086427, 15928205.273533, 15934565.535753, 0.149289, 15934565.685042
1173800, 15933711.550044, 0.080097, 15933711.630141, 15939771.835453, 0.153290, 15939771.988743
1174000, 15939018.010232, 0.077458, 15939018.087689, 15945071.808653, 0.139283, 15945071.947937
1174200, 15944511.476806, 0.085386, 15944511.562192, 15950752.373431, 0.141690, 15950752.515121
1174400, 15949733.953374, 0.088816, 15949734.042190, 15956252.773000, 0.129903, 15956252.902903
1174600, 15955516.516379, 0.080070, 15955516.596449, 15961711.588038, 0.115737, 15961711.703774
1174800, 15960753.687414, 0.081829, 15960753.769243, 15967021.453659, 0.097448, 15967021.551107
1175000, 15966287.281616, 0.090966, 15966287.372582, 15972487.369633, 0.090667, 15972487.460300
1175200, 15971519.572514, 0.103124, 15971519.675637, 15977743.964378, 0.101144, 15977744.065522
1175400, 15976835.771153, 0.120186, 15976835.891340, 15983352.146154, 0.110032, 15983352.256186
1175600, 15982422.954392, 0.115842, 15982423.070234, 15988623.342992, 0.117468, 15988623.460460
1175800, 15988171.732335, 0.130258, 15988171.862594, 15994201.498412, 0.123528, 15994201.621940
1176000, 15993853.279559, 0.135052, 15993853.414611, 15999503.564371, 0.119668, 15999503.684039
1176200, 15999109.919877, 0.136848, 15999110.056725, 16004941.583213, 0.131572, 16004941.714785
1176400, 16004564.756535, 0.136073, 16004564.892608, 16010459.124519, 0.128612, 16010459.253131
1176600, 16009774.589227, 0.134384, 16009774.723611, 16015945.041430, 0.117736, 16015945.159166
1176800, 16015181.846688, 0.141785, 16015181.988472, 16021365.727811, 0.107320, 16021365.835132
1177000, 16020717.488086, 0.143671, 16020717.631757, 16026691.135238, 0.103948, 16026691.239186
1177200, 16026070.431134, 0.152767, 16026070.583901, 16032403.319995, 0.107887, 16032403.427881
1177400, 16031495.566032, 0.160824, 16031495.726855, 16037748.600826, 0.109512, 16037748.710338
1177600, 16037036.202961, 0.177204, 16037036.380166, 16043217.963850, 0.111396, 16043218.075246
1177800, 16042566.391838, 0.194238, 16042566.586076, 16048760.645428, 0.108055, 16048760.753483
1178000, 16047894.497994, 0.171124, 16047894.669118, 16053924.046497, 0.099107, 16053924.145603
1178200, 16053240.263648, 0.174294, 16053240.437942, 16059564.142654, 0.104175, 16059564.246829
1178400, 16058777.390009, 0.206788, 16058777.596798, 16064828.800726, 0.126173, 16064828.926900
1178600, 16064135.047840, 0.217945, 16064135.265785, 16070384.045953, 0.138613, 16070384.184566
1178800, 16069732.302479, 0.232922, 16069732.535400, 16076086.151987, 0.141103, 16076086.293090
1179000, 16075071.079354, 0.229938, 16075071.309292, 16081540.380347, 0.146843, 16081540.527190
1179200, 16080388.555230, 0.233739, 16080388.788969, 16087118.274571, 0.138717, 16087118.413288
1179400, 16085851.039508, 0.250546, 16085851.290054, 16092581.970326, 0.132649, 16092582.102975
1179600, 16091421.805884, 0.257085, 16091422.062969, 16098185.031786, 0.116771, 16098185.148557
1179800, 16096705.783801, 0.260868, 16096706.044669, 16103401.063052, 0.123669, 16103401.186721
1180000, 16102104.981082, 0.247651, 16102105.228733, 16109046.987250, 0.128327, 16109047.115577
1180200, 16107728.662040, 0.270183, 16107728.932223, 16114290.695181, 0.139925, 16114290.835105
1180400, 16113109.635282, 0.263076, 16113109.898358, 16119679.760847, 0.139951, 16119679.900797
1180600, 16118831.288746, 0.244684, 16118831.533430, 16125372.207769, 0.125499, 16125372.333268
1180800, 16124234.933079, 0.221004, 16124235.154082, 16130739.537835, 0.106945, 16130739.644780
1181000, 16129765.216604, 0.205755, 16129765.422358, 16136101.773961, 0.093120, 16136101.867081
1181200, 16134999.415543, 0.219197, 16134999.634740, 16141522.793080, 0.087504, 16141522.880584
1181400, 16140653.698370, 0.217764, 16140653.916134, 16146856.841440, 0.098472, 16146856.939912
1181600, 16145941.695248, 0.223488, 16145941.918736, 16152395.513634, 0.100052, 16152395.613686
1181800, 16151613.968319, 0.250143, 16151614.218462, 16158010.194992, 0.106342, 16158010.301334
1182000, 16157097.906176, 0.247238, 16157098.153414, 16163416.886944, 0.117262, 16163417.004206
1182200, 16162482.101708, 0.242999, 16162482.344707, 16168915.225386, 0.119245, 16168915.344631
1182400, 16168031.125025, 0.239059, 16168031.364084, 16174496.202787, 0.101972, 16174496.304759
1182600, 16173744.992334, 0.233497, 16173745.225831, 16179736.287737, 0.102805, 16179736.390542
1182800, 16179237.718487, 0.227079, 16179237.945565, 16185148.684386, 0.101159, 16185148.785545
1183000, 16184814.678421, 0.204598, 16184814.883019, 16190578.091919, 0.093563, 16190578.185481
1183200, 16190247.407987, 0.186209, 16190247.594196, 16195771.108305, 0.099428, 16195771.207732
1183400, 16195837.402686, 0.183463, 16195837.586149, 16201346.618647, 0.084377, 16201346.703023
1183600, 16201120.895163, 0.190740, 16201121.085903, 16206969.450861, 0.072227, 16206969.523089
1183800, 16206877.208922, 0.191917, 16206877.400839, 16212331.616108, 0.057535, 16212331.673642
1184000, 16212239.652913, 0.185689, 16212239.838603, 16217644.372715, 0.074543, 16217644.447258
1184200, 16217713.106275, 0.176723, 16217713.282998, 16223182.400856, 0.085134, 16223182.485990
1184400, 16223192.529485, 0.184826, 16223192.714311, 16228276.206767, 0.089857, 16228276.296624
1184600, 16228897.513150, 0.186705, 16228897.699854, 16234054.661977, 0.080490, 16234054.742467
1184800, 16234524.416174, 0.197124, 16234524.613298, 16239430.392850, 0.095043, 16239430.487893
1185000, 16239912.381710, 0.197274, 16239912.578984, 16244856.909949, 0.102817, 16244857.012766
1185200, 16245562.936005, 0.203425, 16245563.139430, 16250206.199192, 0.092847, 16250206.292038
1185400, 16250963.167008, 0.208347, 16250963.375356, 16255553.272885, 0.098273, 16255553.371158
1185600, 16256488.314275, 0.194240, 16256488.508515, 16261399.789887, 0.103405, 16261399.893292
1185800, 16261942.300572, 0.177766, 16261942.478338, 16266754.183031, 0.095715, 16266754.278746
1186000, 16267464.744588, 0.162113, 16267464.906701, 16272348.837339, 0.081360, 16272348.918699
1186200, 16272876.867749, 0.154596, 16272877.022345, 16277879.812649, 0.083762, 16277879.896412
1186400, 16278461.536541, 0.130635, 16278461.667176, 16283388.677200, 0.086480, 16283388.763681
1186600, 16283964.484152, 0.137052, 16283964.621204, 16288561.709901, 0.095603, 16288561.805504
1186800, 16289254.678491, 0.125320, 16289254.803810, 16294288.601718, 0.078652, 16294288.680369
1187000, 16294907.691552, 0.128161, 16294907.819713, 16299307.771863, 0.083544, 16299307.855407
1187200, 16300286.117272, 0.124903, 16300286.242175, 16304963.769959, 0.096271, 16304963.866230
1187400, 16305783.786694, 0.112733, 16305783.899427, 16310524.046953, 0.103131, 16310524.150084
1187600, 16311332.943773, 0.110574, 16311333.054348, 16316113.548033, 0.119735, 16316113.667768
1187800, 16317057.623717, 0.112737, 16317057.736454, 16321602.683370, 0.127873, 16321602.811243
1188000, 16322267.033382, 0.104264, 16322267.137646, 16327143.199488, 0.112516, 16327143.312005
1188200, 16327830.454240, 0.098028, 16327830.552269, 16332601.629863, 0.103260, 16332601.733123
1188400, 16333198.301085, 0.126499, 16333198.427584, 16338038.937346, 0.113979, 16338039.051325
1188600, 16338841.316949, 0.120564, 16338841.437513, 16343756.177083, 0.122382, 16343756.299466
1188800, 16344258.365872, 0.088749, 16344258.454622, 16349108.307010, 0.117951, 16349108.424960
1189000, 16349841.140663, 0.078646, 16349841.219309, 16354426.312019, 0.113547, 16354426.425566
1189200, 16355002.377321, 0.088313, 16355002.465633, 16360234.596131, 0.117025, 16360234.713155
1189400, 16360721.474707, 0.097870, 16360721.572577, 16365638.792111, 0.130428, 16365638.922539
1189600, 16366111.419692, 0.108231, 16366111.527923, 16371115.592227, 0.123688, 16371115.715916
1189800, 16371472.870171, 0.120622, 16371472.990793, 16376811.280995, 0.113059, 16376811.394054
1190000, 16376778.110816, 0.116585, 16376778.227400, 16382535.686579, 0.116575, 16382535.803154
1190200, 16382511.294507, 0.108326, 16382511.402833, 16387944.475128, 0.126711, 16387944.601839
1190400, 16387874.240040, 0.115799, 16387874.355839, 16393555.276261, 0.132630, 16393555.408892
1190600, 16393509.449285, 0.094252, 16393509.543537, 16399041.575635, 0.140780, 16399041.716416
1190800, 16398769.947801, 0.091342, 16398770.039143, 16404771.386400, 0.139323, 16404771.525723
1191000, 16404231.709327, 0.085088, 16404231.794416, 16410294.843019, 0.143086, 16410294.986105
1191200, 16409516.595237, 0.077205, 16409516.672442, 16415682.210208, 0.150043, 16415682.360250
1191400, 16415184.692034, 0.084313, 16415184.776346, 16421460.516380, 0.154880, 16421460.671260
1191600, 16420795.203780, 0.088807, 16420795.292587, 16426673.434264, 0.140769, 16426673.575033
1191800, 16426361.059759, 0.090995, 16426361.150754, 16432347.405311, 0.138610, 16432347.543921
1192000, 16431556.321292, 0.083186, 16431556.404479, 16438059.706177, 0.136369, 16438059.842546
1192200, 16437251.759829, 0.076650, 16437251.836479, 16443429.728219, 0.118268, 16443429.846487
1192400, 16442842.151515, 0.075852, 16442842.227367, 16448936.452632, 0.113882, 16448936.566514
1192600, 16448360.571739, 0.084474, 16448360.656213, 16454381.084233, 0.090105, 16454381.174338
1192800, 16453763.798261, 0.095199, 16453763.893460, 16459796.638284, 0.099486, 16459796.737770
1193000, 16459218.054816, 0.115956, 16459218.170772, 16465535.405974, 0.115036, 16465535.521010
1193200, 16464800.345210, 0.119298, 16464800.464508, 16470904.592865, 0.124133, 16470904.716997
1193400, 16470554.469993, 0.117834, 16470554.587827, 16476402.486656, 0.125127, 16476402.611783
1193600, 16476192.600233, 0.120548, 16476192.720781, 16482044.274724, 0.120112, 16482044.394836
1193800, 16481571.341727, 0.131923, 16481571.473650, 16487465.672571, 0.115494, 16487465.788065
1194000, 16487305.716629, 0.129861, 16487305.846490, 16492814.311901, 0.124429, 16492814.436330
1194200, 16492454.973340, 0.126590, 16492455.099929, 16498331.076770, 0.124997, 16498331.201767
1194400, 16498015.774935, 0.131458, 16498015.906393, 16504211.722761, 0.113843, 16504211.836605
1194600, 16503590.584385, 0.141682, 16503590.726067, 16509455.831110, 0.106911, 16509455.938021
1194800, 16509274.399796, 0.144804, 16509274.544600, 16515125.260110, 0.103577, 16515125.363687
1195000, 16514619.069358, 0.151121, 16514619.220480, 16520870.727926, 0.107425, 16520870.835351
1195200, 16520147.496269, 0.168783, 16520147.665052, 16526137.617740, 0.122782, 16526137.740521
1195400, 16525709.352878, 0.193011, 16525709.545889, 16531770.675959, 0.123703, 16531770.799663
1195600, 16531303.572285, 0.190997, 16531303.763281, 16537307.865569, 0.102545, 16537307.968115
1195800, 16536733.019406, 0.186520, 16536733.205926, 16542622.688602, 0.098736, 16542622.787338
1196000, 16542273.919991, 0.209470, 16542274.129461, 16548229.984152, 0.111013, 16548230.095165
1196200, 16547793.191555, 0.216423, 16547793.407978, 16553847.777557, 0.135440, 16553847.912997
1196400, 16553390.518962, 0.218563, 16553390.737525, 16559431.061113, 0.139385, 16559431.200498
1196600, 16558823.005214, 0.221686, 16558823.226900, 16565216.893618, 0.142749, 16565217.036367
1196800, 16563992.268093, 0.218001, 16563992.486095, 16570830.970741, 0.138350, 16570831.109091
1197000, 16569762.299658, 0.237972, 16569762.537630, 16576222.001520, 0.122017, 16576222.123537
1197200, 16575240.348543, 0.256244, 16575240.604787, 16581876.662720, 0.120188, 16581876.782908
1197400, 16580871.043147, 0.252790, 16580871.295938, 16587367.530382, 0.131837, 16587367.662219
1197600, 16586249.783085, 0.255350, 16586250.038434, 16592954.777374, 0.144583, 16592954.921957
1197800, 16591968.307934, 0.258467, 16591968.566401, 16598590.626516, 0.132129, 16598590.758644
1198000, 16597513.361865, 0.272907, 16597513.634772, 16603681.543285, 0.136483, 16603681.679767
1198200, 16603165.328916, 0.258003, 16603165.586920, 16609429.413443, 0.142383, 16609429.555826
1198400, 16608722.734952, 0.245870, 16608722.980821, 16615134.426685, 0.112037, 16615134.538723
1198600, 16614258.338570, 0.213236, 16614258.551806, 16620360.943541, 0.089514, 16620361.033055
1198800, 16619904.397421, 0.205866, 16619904.603287, 16625981.485677, 0.087304, 16625981.572981
1199000, 16625219.300321, 0.211619, 16625219.511941, 16631494.507490, 0.089657, 16631494.597147
1199200, 16630840.782799, 0.217069, 16630840.999869, 16637108.677663, 0.098012, 16637108.775675
1199400, 16636524.472411, 0.230330, 16636524.702741, 16642619.941353, 0.101094, 16642620.042447
1199600, 16642091.045719, 0.247056, 16642091.292775, 16648294.423245, 0.110520, 16648294.533765
1199800, 16647449.732749, 0.240612, 16647449.973361, 16653799.552961, 0.115443, 16653799.668404
1200000, 16653177.266054, 0.240230, 16653177.506284, 16659251.365204, 0.102650, 16659251.467854
1200200, 16658832.469027, 0.233786, 16658832.702814, 16664910.228321, 0.083774, 16664910.312095
1200400, 16664466.005628, 0.235982, 16664466.241610, 16670241.050898, 0.102107, 16670241.153005
1200600, 16670116.611474, 0.219486, 16670116.830961, 16675713.776784, 0.110014, 16675713.886798
1200800, 16675821.195160, 0.187368, 16675821.382527, 16681348.619660, 0.090491, 16681348.710151
1201000, 16681273.179712, 0.189901, 16681273.369612, 16686616.136618, 0.088298, 16686616.224916
1201200, 16686838.111955, 0.199346, 16686838.311301, 16692236.954023, 0.083411, 16692237.037434
1201400, 16692441.518230, 0.181305, 16692441.699534, 16697937.376221, 0.068152, 16697937.444374
1201600, 16698076.238965, 0.176716, 16698076.415681, 16703409.917838, 0.064968, 16703409.982805
1201800, 16703624.764251, 0.174326, 16703624.938577, 16708793.910146, 0.081986, 16708793.992131
1202000, 16709188.932373, 0.178560, 16709189.110933, 16714297.746313, 0.091469, 16714297.837782
1202200, 16714845.119184, 0.188482, 16714845.307666, 16719774.316628, 0.079556, 16719774.396185
1202400, 16720622.304411, 0.186323, 16720622.490734, 16725459.025647, 0.092120, 16725459.117768
1202600, 16726102.444199, 0.197883, 16726102.642082, 16730768.897134, 0.099401, 16730768.996535
1202800, 16731760.157897, 0.206134, 16731760.364030, 16736198.990031, 0.087066, 16736199.077097
1203000, 16737230.390838, 0.204394, 16737230.595232, 16741749.509567, 0.087073, 16741749.596639
1203200, 16742872.709421, 0.193564, 16742872.902985, 16747513.264038, 0.099436, 16747513.363474
1203400, 16748528.482814, 0.177704, 16748528.660518, 16753196.209304, 0.108528, 16753196.317832
1203600, 16754092.389834, 0.169794, 16754092.559628, 16758792.810294, 0.094657, 16758792.904951
1203800, 16759694.417419, 0.155990, 16759694.573409, 16764283.255350, 0.079043, 16764283.334393
1204000, 16765173.503218, 0.159451, 16765173.662669, 16769858.563408, 0.079015, 16769858.642423
1204200, 16770634.887933, 0.143134, 16770635.031066, 16775503.625969, 0.085973, 16775503.711942
1204400, 16776281.017592, 0.133732, 16776281.151324, 16780749.263820, 0.085879, 16780749.349699
1204600, 16781769.079483, 0.125526, 16781769.205009, 16786503.003545, 0.091467, 16786503.095012
1204800, 16787523.973211, 0.128147, 16787524.101357, 16791807.513711, 0.089037, 16791807.602748
1205000, 16792923.258980, 0.125427, 16792923.384407, 16797461.031287, 0.101302, 16797461.132589
1205200, 16798679.471835, 0.097506, 16798679.569341, 16803245.296934, 0.111884, 16803245.408818
1205400, 16804337.993188, 0.108718, 16804338.101907, 16808643.459851, 0.126406, 16808643.586256
1205600, 16809811.205670, 0.109386, 16809811.315056, 16814272.194966, 0.116859, 16814272.311824
1205800, 16815143.473316, 0.100113, 16815143.573429, 16819797.020310, 0.105193, 16819797.125503
1206000, 16820691.191426, 0.102067, 16820691.293493, 16825483.510441, 0.109149, 16825483.619590
1206200, 16826548.667318, 0.123075, 16826548.790392, 16831073.827323, 0.124748, 16831073.952071
1206400, 16831940.704392, 0.110945, 16831940.815337, 16836708.025156, 0.128882, 16836708.154038
1206600, 16837524.587479, 0.092499, 16837524.679978, 16842230.050238, 0.118732, 16842230.168970
1206800, 16843147.487167, 0.097462, 16843147.584629, 16847792.309478, 0.120130, 16847792.429608
1207000, 16848522.023924, 0.105258, 16848522.129181, 16853439.766748, 0.119996, 16853439.886744
1207200, 16854173.459148, 0.109993, 16854173.569141, 16859024.044836, 0.124971, 16859024.169806
1207400, 16859613.268761, 0.113895, 16859613.382656, 16864730.341202, 0.119913, 16864730.461115
1207600, 16865091.348678, 0.127149, 16865091.475827, 16870584.716811, 0.122527, 16870584.839338
1207800, 16870902.745947, 0.117968, 16870902.863915, 16876082.011462, 0.127003, 16876082.138465
1208000, 16876404.470602, 0.112787, 16876404.583390, 16881760.264144, 0.126368, 16881760.390513
1208200, 16881715.031312, 0.111163, 16881715.142474, 16887359.998285, 0.132898, 16887360.131183
1208400, 16887530.873029, 0.098134, 16887530.971163, 16893166.088745, 0.133752, 16893166.222497
1208600, 16892737.727373, 0.084670, 16892737.812044, 16898509.749463, 0.143541, 16898509.893004
1208800, 16898220.607907, 0.077430, 16898220.685337, 16904264.499687, 0.148764, 16904264.648450
1209000, 16903847.133302, 0.084641, 16903847.217943, 16910076.009477, 0.147223, 16910076.156701
1209200, 16909610.238312, 0.098345, 16909610.336656, 16915461.668051, 0.141509, 16915461.809560
1209400, 16915309.324374, 0.094274, 16915309.418648, 16921092.537992, 0.136323, 16921092.674315
1209600, 16920756.345713, 0.074973, 16920756.420686, 16927011.357260, 0.138908, 16927011.496167
1209800, 16926184.250956, 0.075906, 16926184.326862, 16932484.096728, 0.127111, 16932484.223839
1210000, 16931975.820346, 0.071998, 16931975.892344, 16937743.918311, 0.125964, 16937744.044276
1210200, 16937642.135504, 0.078402, 16937642.213906, 16943643.580004, 0.103683, 16943643.683687
1210400, 16943030.913022, 0.088857, 16943031.001879, 16948956.176248, 0.093928, 16948956.270176
1210600, 16948864.829482, 0.108538, 16948864.938020, 16954870.304981, 0.117538, 16954870.422519
1210800, 16954396.208005, 0.118993, 16954396.326998, 16960314.876901, 0.126200, 16960315.003101
1211000, 16960125.600495, 0.106271, 16960125.706766, 16965951.102601, 0.122130, 16965951.224731
1211200, 16965670.776689, 0.111971, 16965670.888661, 16971647.259748, 0.123618, 16971647.383366
1211400, 16971314.394527, 0.123875, 16971314.518401, 16977183.659601, 0.109009, 16977183.768610
1211600, 16977019.101920, 0.122216, 16977019.224137, 16982444.233193, 0.114429, 16982444.347622
1211800, 16982469.066205, 0.119798, 16982469.186003, 16988000.815202, 0.130074, 16988000.945276
1212000, 16987917.215928, 0.126479, 16987917.342407, 16993819.694234, 0.124280, 16993819.818514
1212200, 16993776.855306, 0.131778, 16993776.987084, 16999619.188916, 0.100779, 16999619.289695
1212400, 16999327.845832, 0.140530, 16999327.986362, 17005113.315671, 0.110576, 17005113.426247
1212600, 17005160.899151, 0.152250, 17005161.051402, 17010781.304742, 0.112242, 17010781.416985
1212800, 17010399.878713, 0.165274, 17010400.043986, 17016409.838917, 0.126009, 17016409.964926
1213000, 17016074.910788, 0.177234, 17016075.088022, 17022098.935407, 0.127719, 17022099.063126
1213200, 17021830.135686, 0.194585, 17021830.330271, 17027393.587536, 0.114131, 17027393.701667
1213400, 17027270.250542, 0.217226, 17027270.467767, 17033235.692171, 0.097881, 17033235.790052
1213600, 17033089.501674, 0.202305, 17033089.703979, 17038696.850392, 0.100554, 17038696.950947
1213800, 17038554.980344, 0.215241, 17038555.195585, 17044530.614499, 0.121842, 17044530.736342
1214000, 17044293.514008, 0.214359, 17044293.728367, 17050029.484390, 0.136714, 17050029.621105
1214200, 17049724.500485, 0.205341, 17049724.705827, 17055910.391153, 0.140975, 17055910.532128
1214400, 17054884.136452, 0.207880, 17054884.344332, 17061764.862845, 0.121904, 17061764.984749
1214600, 17060805.653306, 0.230171, 17060805.883476, 17067092.597817, 0.118918, 17067092.716735
1214800, 17066297.220049, 0.245920, 17066297.465969, 17072734.692877, 0.131824, 17072734.824701
1215000, 17072004.045107, 0.242672, 17072004.287779, 17078291.264823, 0.139729, 17078291.404553
1215200, 17077694.277159, 0.255733, 17077694.532892, 17084196.137899, 0.143270, 17084196.281169
1215400, 17083345.615480, 0.260689, 17083345.876170, 17089841.541487, 0.138021, 17089841.679508
1215600, 17089054.701519, 0.260804, 17089054.962323, 17095071.417724, 0.136901, 17095071.554625
1215800, 17094728.499664, 0.273583, 17094728.773247, 17100747.762391, 0.143156, 17100747.905547
1216000, 17100231.031155, 0.259200, 17100231.290355, 17106494.600565, 0.122216, 17106494.722781
1216200, 17106172.079272, 0.241708, 17106172.320980, 17111846.412638, 0.093255, 17111846.505893
1216400, 17111591.965891, 0.202577, 17111592.168468, 17117536.565626, 0.090576, 17117536.656202
1216600, 17117205.173209, 0.198594, 17117205.371803, 17123369.033967, 0.089993, 17123369.123959
1216800, 17122890.161455, 0.212374, 17122890.373829, 17128931.055187, 0.091642, 17128931.146829
1217000, 17128528.000905, 0.220739, 17128528.221644, 17134445.264394, 0.099178, 17134445.363572
1217200, 17134275.928825, 0.232874, 17134276.161700, 17140349.042841, 0.099910, 17140349.142751
1217400, 17139713.107335, 0.239820, 17139713.347155, 17145767.854574, 0.099834, 17145767.954408
1217600, 17145449.661433, 0.237372, 17145449.898804, 17151430.278731, 0.096576, 17151430.375307
1217800, 17151197.769133, 0.237672, 17151198.006805, 17156836.959751, 0.088634, 17156837.048385
1218000, 17156752.641659, 0.235924, 17156752.877583, 17162682.239600, 0.092777, 17162682.332377
1218200, 17162694.777546, 0.216115, 17162694.993661, 17168127.714772, 0.101948, 17168127.816720
1218400, 17168368.699018, 0.204559, 17168368.903578, 17173682.619062, 0.097918, 17173682.716979
1218600, 17173996.424940, 0.200625, 17173996.625564, 17179221.063914, 0.091861, 17179221.155775
1218800, 17179616.786666, 0.195134, 17179616.981799, 17184911.862656, 0.089621, 17184911.952276
1219000, 17185286.104478, 0.180352, 17185286.284830, 17190423.690468, 0.077954, 17190423.768422
1219200, 17190918.943708, 0.174597, 17190919.118305, 17196320.189987, 0.068787, 17196320.258774
1219400, 17196701.136986, 0.173119, 17196701.310105, 17201729.127559, 0.071407, 17201729.198966
1219600, 17202325.337373, 0.174790, 17202325.512163, 17207259.222011, 0.090966, 17207259.312977
1219800, 17208160.419782, 0.182131, 17208160.601913, 17212933.678000, 0.089784, 17212933.767784
1220000, 17213829.015085, 0.190638, 17213829.205723, 17218443.071999, 0.085031, 17218443.157030
1220200, 17219332.730046, 0.192884, 17219332.922930, 17224119.367773, 0.087260, 17224119.455033
1220400, 17225225.648707, 0.199222, 17225225.847930, 17229231.191956, 0.085745, 17229231.277700
1220600, 17230657.889982, 0.198916, 17230658.088899, 17235030.630709, 0.085315, 17235030.716024
1220800, 17236498.375114, 0.188203, 17236498.563317, 17241024.203436, 0.088956, 17241024.292392
1221000, 17242081.196516, 0.182020, 17242081.378537, 17246587.618238, 0.109049, 17246587.727287
1221200, 17247995.902330, 0.173117, 17247996.075447, 17252319.308728, 0.104147, 17252319.412875
1221400, 17253566.598129, 0.162665, 17253566.760794, 17257938.415227, 0.086715, 17257938.501942
1221600, 17259007.296467, 0.168288, 17259007.464756, 17263669.158159, 0.080110, 17263669.238268
1221800, 17264694.939794, 0.169031, 17264695.108825, 17269160.192813, 0.077606, 17269160.270418
1222000, 17270143.436005, 0.141393, 17270143.577397, 17274952.837689, 0.080428, 17274952.918117
1222200, 17276137.400156, 0.127482, 17276137.527638, 17280220.722343, 0.101069, 17280220.823411
1222400, 17281624.110142, 0.124214, 17281624.234356, 17286213.849352, 0.095901, 17286213.945253
1222600, 17287426.238918, 0.133520, 17287426.372438, 17291647.818942, 0.091348, 17291647.910291
1222800, 17293111.712887, 0.106072, 17293111.818958, 17297374.864168, 0.110098, 17297374.974266
1223000, 17298883.000424, 0.092614, 17298883.093039, 17302866.745585, 0.118381, 17302866.863966
1223200, 17304325.837246, 0.111451, 17304325.948697, 17308535.323765, 0.119721, 17308535.443485
1223400, 17309880.735054, 0.109906, 17309880.844960, 17314226.312914, 0.106411, 17314226.419325
1223600, 17315355.492142, 0.102279, 17315355.594420, 17320032.777957, 0.108987, 17320032.886944
1223800, 17321162.772867, 0.096530, 17321162.869397, 17325710.055301, 0.120574, 17325710.175875
1224000, 17326948.403801, 0.120160, 17326948.523962, 17331426.488614, 0.130864, 17331426.619478
1224200, 17332488.316844, 0.121738, 17332488.438582, 17336979.923970, 0.134520, 17336980.058491
1224400, 17338249.929641, 0.112076, 17338250.041717, 17342711.655761, 0.121558, 17342711.777319
1224600, 17343716.535609, 0.107245, 17343716.642854, 17348339.479153, 0.123672, 17348339.602824
1224800, 17349307.775687, 0.112542, 17349307.888229, 17354076.513719, 0.115815, 17354076.629534
1225000, 17354919.220909, 0.112014, 17354919.332923, 17359973.083733, 0.123237, 17359973.206970
1225200, 17360655.279978, 0.120269, 17360655.400247, 17365601.137090, 0.130682, 17365601.267773
1225400, 17366499.477753, 0.125689, 17366499.603442, 17371559.916877, 0.129015, 17371560.045892
1225600, 17371918.423089, 0.122022, 17371918.545111, 17377079.684487, 0.122047, 17377079.806534
1225800, 17377505.474971, 0.113959, 17377505.588930, 17382838.590531, 0.124478, 17382838.715009
1226000, 17383080.783307, 0.109303, 17383080.892611, 17388610.549125, 0.133152, 17388610.682277
1226200, 17388625.627166, 0.091851, 17388625.719017, 17394128.355831, 0.141129, 17394128.496960
1226400, 17394075.197276, 0.082864, 17394075.280140, 17399874.833500, 0.146420, 17399874.979920
1226600, 17399793.046971, 0.094630, 17399793.141600, 17405877.156372, 0.145259, 17405877.301631
1226800, 17405505.684309, 0.101217, 17405505.785527, 17411266.221117, 0.137338, 17411266.358454
1227000, 17411298.082487, 0.086929, 17411298.169417, 17417167.734027, 0.136452, 17417167.870479
1227200, 17416907.521157, 0.077183, 17416907.598340, 17422938.196907, 0.135024, 17422938.331930
1227400, 17422702.978529, 0.070095, 17422703.048624, 17428750.304125, 0.134323, 17428750.438448
1227600, 17428225.366064, 0.069977, 17428225.436041, 17433941.368371, 0.132180, 17433941.500551
1227800, 17434028.401105, 0.075701, 17434028.476806, 17439844.688133, 0.115320, 17439844.803453
1228000, 17439658.544281, 0.085521, 17439658.629802, 17445383.596220, 0.112604, 17445383.708824
1228200, 17445512.937298, 0.103500, 17445513.040798, 17451247.625625, 0.107925, 17451247.733550
1228400, 17451187.245535, 0.105497, 17451187.351032, 17456955.481171, 0.125226, 17456955.606397
1228600, 17456825.860421, 0.101791, 17456825.962212, 17462599.062965, 0.122695, 17462599.185660
1228800, 17462357.692793, 0.109923, 17462357.802716, 17468482.403253, 0.113527, 17468482.516780
1229000, 17468110.407617, 0.113895, 17468110.521512, 17473927.371297, 0.113639, 17473927.484936
1229200, 17474050.039351, 0.113367, 17474050.152718, 17479364.403307, 0.113780, 17479364.517087
1229400, 17479457.555133, 0.109275, 17479457.664408, 17484934.925870, 0.120993, 17484935.046862
1229600, 17485293.135901, 0.121497, 17485293.257399, 17490711.758398, 0.122728, 17490711.881126
1229800, 17490909.959421, 0.124158, 17490910.083579, 17496533.797988, 0.108972, 17496533.906960
1230000, 17496746.595357, 0.136139, 17496746.731496, 17502563.832444, 0.104845, 17502563.937289
1230200, 17502355.217419, 0.156478, 17502355.373897, 17507885.261887, 0.129245, 17507885.391132
1230400, 17508140.939612, 0.159316, 17508141.098928, 17513750.263759, 0.121375, 17513750.385134
1230600, 17513692.139759, 0.169362, 17513692.309122, 17519511.827834, 0.132780, 17519511.960614
1230800, 17519491.572985, 0.191021, 17519491.764005, 17524882.678695, 0.120112, 17524882.798807
1231000, 17524981.105765, 0.217376, 17524981.323141, 17530673.524068, 0.108117, 17530673.632186
1231200, 17530931.891936, 0.215908, 17530932.107844, 17536654.728946, 0.094369, 17536654.823315
