#Dt, msdx1, msdy1, msdr1, msdx2, msdy2, msdr2 
2631800, 80101777.222529, 0.084760, 80101777.307289, 80129753.007439, 0.080605, 80129753.088044
2632000, 80113372.277126, 0.088284, 80113372.365410, 80142170.645618, 0.095377, 80142170.740995
2632200, 80125547.073733, 0.058341, 80125547.132074, 80154161.868782, 0.105980, 80154161.974762
2632400, 80137217.961106, 0.049321, 80137218.010428, 80166359.064928, 0.102485, 80166359.167413
2632600, 80150008.302072, 0.050535, 80150008.352608, 80178317.339068, 0.111281, 80178317.450349
2632800, 80162381.926253, 0.064453, 80162381.990706, 80190625.364790, 0.117860, 80190625.482650
2633000, 80174783.449985, 0.090281, 80174783.540266, 80202438.491886, 0.114010, 80202438.605895
2633200, 80186907.477014, 0.101338, 80186907.578352, 80215055.157275, 0.118865, 80215055.276141
2633400, 80199588.051537, 0.114222, 80199588.165759, 80227262.250262, 0.125202, 80227262.375464
2633600, 80210922.204194, 0.120677, 80210922.324870, 80239173.603647, 0.117613, 80239173.721260
2633800, 80223502.544323, 0.118353, 80223502.662676, 80250924.660920, 0.116260, 80250924.777180
2634000, 80235407.527594, 0.108702, 80235407.636296, 80263265.959268, 0.121457, 80263266.080724
2634200, 80247686.010925, 0.118138, 80247686.129063, 80275698.774616, 0.118848, 80275698.893465
2634400, 80260187.114614, 0.123125, 80260187.237739, 80287955.778268, 0.114087, 80287955.892355
2634600, 80272351.132048, 0.109319, 80272351.241368, 80300142.538372, 0.099049, 80300142.637421
2634800, 80284699.431999, 0.104635, 80284699.536634, 80312195.791399, 0.121081, 80312195.912481
2635000, 80296786.031373, 0.123514, 80296786.154886, 80323761.765327, 0.155088, 80323761.920416
2635200, 80308577.455238, 0.134758, 80308577.589996, 80336154.326547, 0.163607, 80336154.490155
2635400, 80320472.090730, 0.136106, 80320472.226836, 80348442.203820, 0.174699, 80348442.378519
2635600, 80333373.408890, 0.148409, 80333373.557299, 80360753.262705, 0.177986, 80360753.440691
2635800, 80345331.553324, 0.155263, 80345331.708588, 80373204.375749, 0.163865, 80373204.539614
2636000, 80357599.171235, 0.174276, 80357599.345511, 80385901.029197, 0.146203, 80385901.175400
2636200, 80370213.141949, 0.186928, 80370213.328877, 80397874.498071, 0.142818, 80397874.640888
2636400, 80383144.258124, 0.200579, 80383144.458702, 80409682.137791, 0.148551, 80409682.286342
2636600, 80394357.047552, 0.212441, 80394357.259993, 80421791.209603, 0.139195, 80421791.348798
2636800, 80406460.145750, 0.250265, 80406460.396014, 80434131.544880, 0.121684, 80434131.666563
2637000, 80418418.411128, 0.276056, 80418418.687185, 80446688.226016, 0.120355, 80446688.346371
2637200, 80430937.131989, 0.269018, 80430937.401008, 80458678.277153, 0.121088, 80458678.398241
2637400, 80442617.738658, 0.249181, 80442617.987839, 80471326.509877, 0.111602, 80471326.621478
2637600, 80454988.829969, 0.247100, 80454989.077069, 80483527.049735, 0.105450, 80483527.155185
2637800, 80466983.027312, 0.266358, 80466983.293671, 80495585.971738, 0.112956, 80495586.084694
2638000, 80479326.518964, 0.264754, 80479326.783718, 80507499.330590, 0.127087, 80507499.457678
2638200, 80490888.253689, 0.280970, 80490888.534660, 80519636.946577, 0.140162, 80519637.086738
2638400, 80503573.383343, 0.283742, 80503573.667085, 80532102.943798, 0.152834, 80532103.096631
2638600, 80515727.213870, 0.287823, 80515727.501693, 80544142.353281, 0.160318, 80544142.513600
2638800, 80528571.298013, 0.276330, 80528571.574343, 80556909.540482, 0.158253, 80556909.698734
2639000, 80540012.903289, 0.255040, 80540013.158328, 80569243.468120, 0.154933, 80569243.623053
2639200, 80552468.793354, 0.241219, 80552469.034573, 80581824.790868, 0.154288, 80581824.945156
2639400, 80565030.832558, 0.210409, 80565031.042967, 80593204.900400, 0.152338, 80593205.052738
2639600, 80577069.726875, 0.203461, 80577069.930336, 80605581.852573, 0.162501, 80605582.015073
2639800, 80588881.344613, 0.197172, 80588881.541785, 80617707.419417, 0.156495, 80617707.575912
2640000, 80601156.610672, 0.210865, 80601156.821537, 80629867.215188, 0.139264, 80629867.354451
2640200, 80613567.340233, 0.171030, 80613567.511263, 80642600.288652, 0.125338, 80642600.413990
2640400, 80625357.195136, 0.140059, 80625357.335195, 80654688.155055, 0.101075, 80654688.256130
2640600, 80638117.102726, 0.147107, 80638117.249833, 80667260.071299, 0.102474, 80667260.173773
2640800, 80649441.283585, 0.163171, 80649441.446756, 80679623.578966, 0.115039, 80679623.694004
2641000, 80661569.180772, 0.170454, 80661569.351226, 80691501.892735, 0.111448, 80691502.004183
2641200, 80673789.090171, 0.188956, 80673789.279126, 80704100.183357, 0.117192, 80704100.300548
2641400, 80685873.656589, 0.199998, 80685873.856587, 80716097.976530, 0.137718, 80716098.114248
2641600, 80698695.587063, 0.199013, 80698695.786076, 80728168.790118, 0.138292, 80728168.928410
2641800, 80711099.211863, 0.183927, 80711099.395790, 80741067.437140, 0.134485, 80741067.571625
2642000, 80723078.586563, 0.173794, 80723078.760357, 80752828.665716, 0.137437, 80752828.803153
2642200, 80735383.580917, 0.172986, 80735383.753903, 80765371.075056, 0.120931, 80765371.195987
2642400, 80747296.623591, 0.175191, 80747296.798782, 80777451.379961, 0.093700, 80777451.473662
2642600, 80759892.000062, 0.164710, 80759892.164772, 80789427.907155, 0.088661, 80789427.995816
2642800, 80771386.506315, 0.166823, 80771386.673138, 80801788.899387, 0.083138, 80801788.982525
2643000, 80783909.039138, 0.180092, 80783909.219230, 80813899.081696, 0.076648, 80813899.158345
2643200, 80796888.137137, 0.175226, 80796888.312362, 80826254.807934, 0.074149, 80826254.882083
2643400, 80808787.112386, 0.171361, 80808787.283747, 80838465.853966, 0.068394, 80838465.922360
2643600, 80821589.520858, 0.176769, 80821589.697628, 80850311.667763, 0.065114, 80850311.732877
2643800, 80833312.974962, 0.183583, 80833313.158545, 80862641.351010, 0.072713, 80862641.423724
2644000, 80845559.908785, 0.185612, 80845560.094397, 80874172.664091, 0.098479, 80874172.762570
2644200, 80857660.263360, 0.208703, 80857660.472063, 80886293.151282, 0.105626, 80886293.256908
2644400, 80869778.969604, 0.216938, 80869779.186543, 80899163.274748, 0.109725, 80899163.384473
2644600, 80882181.194231, 0.193300, 80882181.387531, 80911430.498027, 0.104244, 80911430.602271
2644800, 80894733.147818, 0.189907, 80894733.337725, 80923350.043855, 0.110401, 80923350.154257
2645000, 80906757.891905, 0.180350, 80906758.072256, 80935961.779377, 0.106531, 80935961.885908
2645200, 80918859.568187, 0.166061, 80918859.734248, 80948781.406961, 0.082343, 80948781.489304
2645400, 80930885.896186, 0.160821, 80930886.057007, 80960741.235803, 0.069491, 80960741.305294
2645600, 80943279.898942, 0.149802, 80943280.048743, 80972755.673095, 0.065914, 80972755.739009
2645800, 80955242.571286, 0.120384, 80955242.691670, 80984707.475824, 0.086461, 80984707.562285
2646000, 80968034.853554, 0.116563, 80968034.970118, 80997135.862606, 0.103364, 80997135.965971
2646200, 80980372.240723, 0.113396, 80980372.354119, 81009331.520571, 0.075434, 81009331.596005
2646400, 80993161.078459, 0.108963, 80993161.187423, 81021541.717117, 0.076868, 81021541.793985
2646600, 81005122.712041, 0.099871, 81005122.811911, 81034021.635134, 0.080830, 81034021.715964
2646800, 81017167.984376, 0.102141, 81017168.086517, 81045637.468948, 0.085330, 81045637.554278
2647000, 81029128.405459, 0.122720, 81029128.528179, 81057484.214476, 0.084280, 81057484.298756
2647200, 81041094.036049, 0.132341, 81041094.168390, 81070135.175855, 0.084120, 81070135.259974
2647400, 81053679.965451, 0.119604, 81053680.085055, 81082968.091025, 0.089047, 81082968.180072
2647600, 81066059.500627, 0.110295, 81066059.610922, 81095101.288775, 0.093648, 81095101.382423
2647800, 81078429.053817, 0.130254, 81078429.184072, 81107130.718994, 0.090923, 81107130.809918
2648000, 81090363.423688, 0.129477, 81090363.553165, 81119909.239316, 0.081366, 81119909.320682
2648200, 81103344.425332, 0.111487, 81103344.536819, 81132098.860189, 0.072447, 81132098.932636
2648400, 81115078.945598, 0.097299, 81115079.042897, 81144096.060421, 0.068396, 81144096.128816
2648600, 81127367.514986, 0.099007, 81127367.613993, 81156353.287008, 0.073851, 81156353.360860
2648800, 81139319.514642, 0.098461, 81139319.613103, 81168163.772310, 0.110813, 81168163.883123
2649000, 81152070.244431, 0.090015, 81152070.334446, 81181088.614988, 0.111225, 81181088.726213
2649200, 81164556.725397, 0.096209, 81164556.821606, 81192827.260567, 0.085372, 81192827.345940
2649400, 81177233.193989, 0.099276, 81177233.293266, 81205154.548672, 0.091958, 81205154.640630
2649600, 81188979.380805, 0.080165, 81188979.460970, 81217324.161518, 0.105258, 81217324.266776
2649800, 81200712.118317, 0.072491, 81200712.190808, 81229696.835707, 0.109277, 81229696.944984
2650000, 81213017.906144, 0.053976, 81213017.960120, 81241662.761138, 0.105793, 81241662.866930
2650200, 81225473.299955, 0.058079, 81225473.358034, 81254002.043311, 0.116493, 81254002.159804
2650400, 81237632.362533, 0.067064, 81237632.429596, 81266406.884686, 0.125627, 81266407.010313
2650600, 81250631.547679, 0.080384, 81250631.628063, 81278016.364734, 0.124094, 81278016.488828
2650800, 81262907.930940, 0.102417, 81262908.033357, 81290379.306887, 0.130595, 81290379.437482
2651000, 81275250.338290, 0.113177, 81275250.451466, 81303260.880372, 0.120227, 81303261.000599
2651200, 81287252.330415, 0.120226, 81287252.450641, 81315044.814255, 0.123136, 81315044.937392
2651400, 81299490.768211, 0.101102, 81299490.869313, 81327151.664995, 0.122193, 81327151.787188
2651600, 81311598.907382, 0.110300, 81311599.017682, 81339367.502161, 0.119076, 81339367.621237
2651800, 81323859.015526, 0.120026, 81323859.135552, 81351970.945628, 0.125296, 81351971.070924
2652000, 81336348.962598, 0.113180, 81336349.075777, 81364230.747044, 0.111554, 81364230.858598
2652200, 81348562.954228, 0.116749, 81348563.070977, 81376553.924142, 0.099408, 81376554.023550
2652400, 81361270.129176, 0.098877, 81361270.228052, 81388858.548038, 0.111050, 81388858.659088
2652600, 81373168.167974, 0.113401, 81373168.281375, 81400592.618487, 0.139264, 81400592.757751
2652800, 81385069.479310, 0.130508, 81385069.609818, 81412702.296484, 0.166832, 81412702.463316
2653000, 81397304.937089, 0.126637, 81397305.063726, 81425120.756977, 0.173329, 81425120.930306
2653200, 81410122.551016, 0.137291, 81410122.688307, 81437298.675912, 0.177659, 81437298.853571
2653400, 81422433.347158, 0.148643, 81422433.495801, 81450314.637658, 0.170026, 81450314.807684
2653600, 81434373.510620, 0.165126, 81434373.675746, 81462437.673449, 0.150452, 81462437.823901
2653800, 81447346.336387, 0.177129, 81447346.513516, 81474913.729474, 0.138807, 81474913.868280
2654000, 81459785.105282, 0.178331, 81459785.283614, 81486779.060863, 0.147637, 81486779.208500
2654200, 81471990.704383, 0.220973, 81471990.925356, 81498688.289394, 0.149509, 81498688.438903
2654400, 81483503.208800, 0.229965, 81483503.438764, 81511655.775291, 0.136570, 81511655.911861
2654600, 81496043.024361, 0.253877, 81496043.278238, 81523857.051006, 0.121166, 81523857.172172
2654800, 81508431.985229, 0.269468, 81508432.254697, 81536057.908689, 0.122320, 81536058.031010
2655000, 81520017.873839, 0.275445, 81520018.149285, 81548910.655364, 0.117485, 81548910.772850
2655200, 81532550.003784, 0.269888, 81532550.273673, 81560914.455866, 0.107398, 81560914.563264
2655400, 81545057.126596, 0.263802, 81545057.390399, 81573410.121858, 0.111106, 81573410.232964
2655600, 81556873.300730, 0.265991, 81556873.566721, 81585312.130165, 0.117567, 81585312.247732
2655800, 81568772.425102, 0.270553, 81568772.695655, 81597695.498001, 0.132818, 81597695.630819
2656000, 81581286.121367, 0.275655, 81581286.397022, 81610055.342235, 0.149433, 81610055.491668
2656200, 81594080.027807, 0.285473, 81594080.313280, 81622294.597606, 0.156442, 81622294.754049
2656400, 81606235.086936, 0.270470, 81606235.357406, 81634859.469337, 0.155825, 81634859.625163
2656600, 81618086.596789, 0.253311, 81618086.850101, 81647253.131848, 0.152449, 81647253.284297
2656800, 81630616.403702, 0.251474, 81630616.655177, 81660184.221863, 0.148988, 81660184.370850
2657000, 81643172.441899, 0.224580, 81643172.666479, 81671622.920795, 0.145418, 81671623.066213
2657200, 81655470.654710, 0.217644, 81655470.872355, 81684033.735071, 0.149016, 81684033.884087
2657400, 81667674.737707, 0.223271, 81667674.960977, 81696509.775944, 0.158402, 81696509.934347
2657600, 81679463.293351, 0.218296, 81679463.511647, 81708598.993585, 0.147406, 81708599.140990
2657800, 81692131.418284, 0.190260, 81692131.608544, 81721000.943304, 0.135748, 81721001.079052
2658000, 81704284.342818, 0.146163, 81704284.488981, 81733569.752008, 0.115103, 81733569.867111
2658200, 81716553.934931, 0.133493, 81716554.068425, 81746122.125839, 0.103667, 81746122.229506
2658400, 81728951.616700, 0.150025, 81728951.766724, 81758507.541796, 0.111017, 81758507.652813
2658600, 81740570.682227, 0.158067, 81740570.840294, 81770577.691452, 0.114459, 81770577.805910
2658800, 81753046.044231, 0.170707, 81753046.214937, 81783060.457594, 0.123038, 81783060.580632
2659000, 81765084.995220, 0.196737, 81765085.191958, 81795534.775527, 0.138582, 81795534.914109
2659200, 81778051.129177, 0.196975, 81778051.326152, 81807322.464233, 0.137711, 81807322.601944
2659400, 81790207.165469, 0.185271, 81790207.350740, 81820178.604000, 0.140832, 81820178.744832
2659600, 81802136.451921, 0.173664, 81802136.625586, 81832756.821311, 0.130166, 81832756.951477
2659800, 81814964.127260, 0.170666, 81814964.297926, 81844258.685284, 0.124563, 81844258.809847
2660000, 81826807.356425, 0.174526, 81826807.530950, 81857316.801947, 0.106405, 81857316.908352
2660200, 81839371.970984, 0.176991, 81839372.147975, 81869216.873477, 0.100493, 81869216.973970
2660400, 81851520.211160, 0.163178, 81851520.374338, 81881611.198057, 0.087557, 81881611.285614
2660600, 81863887.822720, 0.166867, 81863887.989588, 81893505.779642, 0.080336, 81893505.859978
2660800, 81876383.552749, 0.182612, 81876383.735361, 81906524.354057, 0.080659, 81906524.434716
2661000, 81888999.736477, 0.187602, 81888999.924079, 81918081.722207, 0.078334, 81918081.800542
2661200, 81901386.819752, 0.178873, 81901386.998624, 81930711.922633, 0.072235, 81930711.994868
2661400, 81913857.402077, 0.185718, 81913857.587796, 81942841.284446, 0.074626, 81942841.359072
2661600, 81925634.316359, 0.209760, 81925634.526119, 81954299.769847, 0.092069, 81954299.861916
2661800, 81937853.186249, 0.207705, 81937853.393955, 81966895.209828, 0.099366, 81966895.309193
2662000, 81950201.071869, 0.212077, 81950201.283946, 81979414.453324, 0.106411, 81979414.559736
2662200, 81962715.145442, 0.205983, 81962715.351425, 81991889.089198, 0.103536, 81991889.192734
2662400, 81974883.039072, 0.194703, 81974883.233775, 82004354.189819, 0.103526, 82004354.293345
2662600, 81987150.946546, 0.187100, 81987151.133646, 82016552.951580, 0.098968, 82016553.050548
2662800, 81999708.995378, 0.174161, 81999709.169538, 82028714.248465, 0.083148, 82028714.331613
2663000, 82011853.748048, 0.157841, 82011853.905889, 82041555.646882, 0.082950, 82041555.729832
2663200, 82023720.154126, 0.154333, 82023720.308459, 82053972.043822, 0.084621, 82053972.128443
2663400, 82036765.557475, 0.146228, 82036765.703703, 82065164.719366, 0.084724, 82065164.804091
2663600, 82048760.704108, 0.116594, 82048760.820702, 82078399.319002, 0.076317, 82078399.395319
2663800, 82061564.629764, 0.113656, 82061564.743420, 82090139.445394, 0.087268, 82090139.532661
2664000, 82074127.670382, 0.109083, 82074127.779465, 82102905.828743, 0.087319, 82102905.916062
2664200, 82086510.023525, 0.106413, 82086510.129938, 82115111.536924, 0.085629, 82115111.622554
2664400, 82098498.597975, 0.102039, 82098498.700014, 82127041.504161, 0.085400, 82127041.589561
2664600, 82110555.697624, 0.112941, 82110555.810565, 82138906.548730, 0.084072, 82138906.632802
2664800, 82122695.523362, 0.122597, 82122695.645959, 82151667.819581, 0.082381, 82151667.901962
2665000, 82135151.814228, 0.122005, 82135151.936233, 82164446.270513, 0.088440, 82164446.358953
2665200, 82147719.267222, 0.109435, 82147719.376657, 82176679.901142, 0.091299, 82176679.992441
2665400, 82159804.539519, 0.104783, 82159804.644302, 82189159.658400, 0.087394, 82189159.745794
2665600, 82172292.268150, 0.126821, 82172292.394970, 82201415.095155, 0.075649, 82201415.170804
2665800, 82184993.731552, 0.127371, 82184993.858923, 82213937.544738, 0.063765, 82213937.608503
2666000, 82197235.030290, 0.107670, 82197235.137959, 82226011.858650, 0.064341, 82226011.922992
2666200, 82209463.373621, 0.096858, 82209463.470479, 82238401.241366, 0.079111, 82238401.320477
2666400, 82221443.169827, 0.096046, 82221443.265872, 82250499.438005, 0.103250, 82250499.541254
2666600, 82234125.177424, 0.087070, 82234125.264494, 82262950.979157, 0.100547, 82262951.079705
2666800, 82246830.256691, 0.087139, 82246830.343830, 82274964.809026, 0.102122, 82274964.911148
2667000, 82259607.726421, 0.099563, 82259607.825984, 82287613.512606, 0.092404, 82287613.605009
2667200, 82271323.586358, 0.085335, 82271323.671693, 82299689.266911, 0.119385, 82299689.386295
2667400, 82283452.027176, 0.072599, 82283452.099775, 82312005.620996, 0.141250, 82312005.762245
2667600, 82295542.772870, 0.071793, 82295542.844662, 82324489.185976, 0.142683, 82324489.328659
2667800, 82308303.613506, 0.066989, 82308303.680495, 82336983.857424, 0.141974, 82336983.999398
2668000, 82320158.739321, 0.068516, 82320158.807838, 82349195.562937, 0.143649, 82349195.706586
2668200, 82333330.625275, 0.075505, 82333330.700780, 82360991.324768, 0.134152, 82360991.458920
2668400, 82345962.443514, 0.095619, 82345962.539133, 82372921.543214, 0.130669, 82372921.673883
2668600, 82358301.425243, 0.109122, 82358301.534366, 82385745.185196, 0.124714, 82385745.309910
2668800, 82370121.308609, 0.107524, 82370121.416133, 82398680.763909, 0.123672, 82398680.887581
2669000, 82382796.921347, 0.099395, 82382797.020742, 82410363.653366, 0.131653, 82410363.785018
2669200, 82395111.533883, 0.104353, 82395111.638236, 82422618.335207, 0.125572, 82422618.460779
2669400, 82407181.467747, 0.123082, 82407181.590829, 82435511.037895, 0.121145, 82435511.159039
2669600, 82419465.507514, 0.108751, 82419465.616265, 82447692.365656, 0.109465, 82447692.475120
2669800, 82431817.710038, 0.110140, 82431817.820178, 82459781.802754, 0.106867, 82459781.909621
2670000, 82445075.244091, 0.106254, 82445075.350345, 82472829.582083, 0.111514, 82472829.693596
2670200, 82456338.911786, 0.107235, 82456339.019021, 82484553.659231, 0.129406, 82484553.788637
2670400, 82468807.202721, 0.124153, 82468807.326874, 82496942.280822, 0.156837, 82496942.437659
2670600, 82481375.266679, 0.120165, 82481375.386844, 82508640.479448, 0.173517, 82508640.652965
2670800, 82493885.420640, 0.125637, 82493885.546278, 82521467.955507, 0.177874, 82521468.133381
2671000, 82506461.772343, 0.142638, 82506461.914981, 82534170.828939, 0.173352, 82534171.002291
2671200, 82518547.218019, 0.152738, 82518547.370758, 82546598.325916, 0.147701, 82546598.473617
2671400, 82531222.055951, 0.166236, 82531222.222187, 82558465.682281, 0.145195, 82558465.827476
2671600, 82543866.688104, 0.177137, 82543866.865241, 82571401.677453, 0.148410, 82571401.825862
2671800, 82556024.816720, 0.207196, 82556025.023916, 82583327.478235, 0.148225, 82583327.626459
2672000, 82568083.588106, 0.231810, 82568083.819917, 82595731.327978, 0.147796, 82595731.475774
2672200, 82580684.216135, 0.231217, 82580684.447352, 82608452.316206, 0.132265, 82608452.448471
2672400, 82592891.180237, 0.255376, 82592891.435613, 82620857.978275, 0.123182, 82620858.101457
2672600, 82604779.729445, 0.286550, 82604780.015995, 82633085.562858, 0.119223, 82633085.682080
2672800, 82616982.435004, 0.286428, 82616982.721431, 82645850.744774, 0.109750, 82645850.854524
2673000, 82629930.841157, 0.276658, 82629931.117815, 82657942.132833, 0.111345, 82657942.244178
2673200, 82641708.549410, 0.261237, 82641708.810647, 82670830.717824, 0.116054, 82670830.833878
2673400, 82653684.548555, 0.271943, 82653684.820497, 82682672.966826, 0.125412, 82682673.092237
2673600, 82666259.693116, 0.265308, 82666259.958424, 82695475.847155, 0.142500, 82695475.989655
2673800, 82678907.810731, 0.276324, 82678908.087054, 82708008.412947, 0.149196, 82708008.562142
2674000, 82691174.004112, 0.272337, 82691174.276449, 82720251.725918, 0.148676, 82720251.874594
2674200, 82702949.888684, 0.252027, 82702950.140711, 82732513.749792, 0.152446, 82732513.902237
2674400, 82715559.698642, 0.242983, 82715559.941625, 82745635.752709, 0.150328, 82745635.903037
2674600, 82728642.571321, 0.243687, 82728642.815007, 82757614.553944, 0.141830, 82757614.695774
2674800, 82740564.048880, 0.242071, 82740564.290951, 82769953.398863, 0.139834, 82769953.538697
2675000, 82753011.093624, 0.237898, 82753011.331522, 82782214.845936, 0.146631, 82782214.992568
2675200, 82765322.392179, 0.218792, 82765322.610972, 82795448.104179, 0.145419, 82795448.249597
2675400, 82777332.209175, 0.197353, 82777332.406528, 82806562.086647, 0.143696, 82806562.230344
2675600, 82790176.048172, 0.169126, 82790176.217298, 82819673.809146, 0.134037, 82819673.943183
2675800, 82802185.168456, 0.134439, 82802185.302895, 82832363.856900, 0.119343, 82832363.976243
2676000, 82814443.424992, 0.135550, 82814443.560542, 82844614.994836, 0.105561, 82844615.100397
2676200, 82827185.563666, 0.148621, 82827185.712287, 82856924.539518, 0.124740, 82856924.664258
2676400, 82838734.711407, 0.154875, 82838734.866282, 82869587.136820, 0.129638, 82869587.266458
2676600, 82851362.267396, 0.173800, 82851362.441196, 82881756.528243, 0.133875, 82881756.662118
2676800, 82863533.986590, 0.186226, 82863534.172816, 82894463.027762, 0.133956, 82894463.161718
2677000, 82876273.171645, 0.189508, 82876273.361153, 82906867.927481, 0.136338, 82906868.063819
2677200, 82887964.921993, 0.173105, 82887965.095099, 82918750.449642, 0.134970, 82918750.584612
2677400, 82900928.963121, 0.168405, 82900929.131527, 82931904.643295, 0.120704, 82931904.763999
2677600, 82913150.241594, 0.171890, 82913150.413483, 82943750.383966, 0.111904, 82943750.495871
2677800, 82925590.314456, 0.174904, 82925590.489361, 82956351.118172, 0.109154, 82956351.227326
2678000, 82938083.279806, 0.175219, 82938083.455025, 82969019.394377, 0.098584, 82969019.492961
2678200, 82950455.834430, 0.161640, 82950455.996070, 82981173.058267, 0.084880, 82981173.143147
2678400, 82962965.386672, 0.180017, 82962965.566689, 82993290.729157, 0.092059, 82993290.821216
2678600, 82975293.327950, 0.193907, 82975293.521858, 83005846.043720, 0.082095, 83005846.125815
2678800, 82988374.994197, 0.185829, 82988375.180025, 83018088.686598, 0.080242, 83018088.766840
2679000, 83000208.726485, 0.200278, 83000208.926764, 83030430.272541, 0.081334, 83030430.353875
2679200, 83012709.499482, 0.219386, 83012709.718868, 83042242.504576, 0.086084, 83042242.590660
2679400, 83024671.661450, 0.218627, 83024671.880077, 83054610.751581, 0.095533, 83054610.847114
2679600, 83037093.905809, 0.216751, 83037094.122559, 83067475.855945, 0.100790, 83067475.956735
2679800, 83049792.532808, 0.195492, 83049792.728300, 83079732.619875, 0.103655, 83079732.723530
2680000, 83061661.037386, 0.202143, 83061661.239529, 83092650.138969, 0.094202, 83092650.233171
2680200, 83074162.014488, 0.195678, 83074162.210166, 83104886.527510, 0.081094, 83104886.608604
2680400, 83086822.312235, 0.177148, 83086822.489383, 83117114.284626, 0.079655, 83117114.364281
2680600, 83099109.839486, 0.165918, 83099110.005404, 83129776.726674, 0.093330, 83129776.820005
2680800, 83111342.273204, 0.155541, 83111342.428746, 83142314.660936, 0.100526, 83142314.761462
2681000, 83124085.040951, 0.150520, 83124085.191471, 83154490.080420, 0.076154, 83154490.156574
2681200, 83136971.926959, 0.140528, 83136972.067487, 83166506.444218, 0.065876, 83166506.510094
2681400, 83148775.623524, 0.114276, 83148775.737800, 83179176.627500, 0.078849, 83179176.706349
2681600, 83161980.768840, 0.109101, 83161980.877941, 83191563.880137, 0.090304, 83191563.970440
2681800, 83173984.762822, 0.107637, 83173984.870459, 83204068.977500, 0.084679, 83204069.062179
2682000, 83186709.968384, 0.112630, 83186710.081014, 83215978.233454, 0.086515, 83215978.319968
2682200, 83198607.544042, 0.113610, 83198607.657652, 83228082.817189, 0.088541, 83228082.905730
2682400, 83210775.875858, 0.108434, 83210775.984292, 83240991.346402, 0.082199, 83240991.428600
2682600, 83223318.496006, 0.117384, 83223318.613390, 83253405.570743, 0.088232, 83253405.658975
2682800, 83236154.631016, 0.109713, 83236154.740729, 83265878.708112, 0.084222, 83265878.792333
2683000, 83247782.114959, 0.105626, 83247782.220585, 83278559.479957, 0.078965, 83278559.558922
2683200, 83260791.659672, 0.101738, 83260791.761411, 83290638.335966, 0.070498, 83290638.406463
2683400, 83273627.881857, 0.123945, 83273628.005801, 83303423.153843, 0.060465, 83303423.214308
2683600, 83285414.487202, 0.121811, 83285414.609012, 83315928.971687, 0.063986, 83315929.035672
2683800, 83298263.935914, 0.106577, 83298264.042491, 83327648.550467, 0.075929, 83327648.626396
2684000, 83310548.781579, 0.088539, 83310548.870117, 83340707.231021, 0.072595, 83340707.303616
2684200, 83322842.452326, 0.090575, 83322842.542901, 83352878.104237, 0.070702, 83352878.174939
2684400, 83335726.880031, 0.086837, 83335726.966868, 83364746.270048, 0.080944, 83364746.350992
2684600, 83348442.906870, 0.078935, 83348442.985805, 83377720.520880, 0.082723, 83377720.603603
2684800, 83360363.237426, 0.088987, 83360363.326413, 83389691.013484, 0.078294, 83389691.091777
2685000, 83372948.785266, 0.084254, 83372948.869520, 83402485.510230, 0.093212, 83402485.603441
2685200, 83385233.098088, 0.078473, 83385233.176561, 83414618.497821, 0.105955, 83414618.603776
2685400, 83397182.822562, 0.087343, 83397182.909904, 83427742.102409, 0.106054, 83427742.208463
2685600, 83409870.878760, 0.072357, 83409870.951117, 83439688.327489, 0.122279, 83439688.449768
2685800, 83422554.280010, 0.076568, 83422554.356578, 83451438.970941, 0.122989, 83451439.093930
2686000, 83435239.478980, 0.086428, 83435239.565409, 83463655.838167, 0.111253, 83463655.949420
2686200, 83448112.012202, 0.095322, 83448112.107524, 83476073.385834, 0.115716, 83476073.501550
2686400, 83459942.405405, 0.095849, 83459942.501254, 83489197.169426, 0.127467, 83489197.296893
2686600, 83472416.500704, 0.095678, 83472416.596382, 83501687.262752, 0.121405, 83501687.384157
2686800, 83485038.143310, 0.105491, 83485038.248801, 83513612.009995, 0.131274, 83513612.141269
2687000, 83497507.051772, 0.107519, 83497507.159291, 83526364.225452, 0.105798, 83526364.331250
2687200, 83509271.042929, 0.112578, 83509271.155507, 83538680.746127, 0.103449, 83538680.849576
2687400, 83522107.716257, 0.103765, 83522107.820023, 83551305.140996, 0.109533, 83551305.250529
2687600, 83534505.434403, 0.103658, 83534505.538061, 83563857.427063, 0.111025, 83563857.538089
2687800, 83546854.653519, 0.111374, 83546854.764893, 83576449.651362, 0.126247, 83576449.777609
2688000, 83559323.970055, 0.121361, 83559324.091416, 83588502.379708, 0.139021, 83588502.518730
2688200, 83571930.262924, 0.119667, 83571930.382591, 83600661.703163, 0.155968, 83600661.859131
2688400, 83584415.690832, 0.117043, 83584415.807875, 83613052.939417, 0.176837, 83613053.116254
2688600, 83597171.918876, 0.136252, 83597172.055128, 83625694.332262, 0.162403, 83625694.494665
2688800, 83609148.470926, 0.140792, 83609148.611718, 83638066.670535, 0.143448, 83638066.813982
2689000, 83621878.328778, 0.150456, 83621878.479234, 83650080.608734, 0.142591, 83650080.751324
2689200, 83634320.495974, 0.183820, 83634320.679794, 83663346.189627, 0.147945, 83663346.337572
2689400, 83646999.717260, 0.196007, 83646999.913267, 83675494.739896, 0.149269, 83675494.889165
2689600, 83659253.686725, 0.211502, 83659253.898228, 83687624.549688, 0.147773, 83687624.697461
